Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
Great story and great performance One of my favorite Audible books so far Highly recommend it,03-16-17,5,4.3,9599,0,Matthew,Fascinating and Important,https://www.audible.com/pd/Hidden-Figures-Audiobook/B01I28NTJU,"5444,2331,1186,381,257","5353,1941,811,254,189","5228,1776,989,343,236"
"I cannot overstate the emotional impact that this book has had on me through multiple reads I cannot think of a better book that portrays a close female friendship through very very hard times Being there for one another takes on a whole new meaning in the pages of this book Why it is classified as YA is a true mystery  James, Effie Kokrine School, Fairbanks,Alaska",05-26-17,5,4.3,10611,0,James Krall,Taught it Will keep teaching it Will keep crying every time,https://www.audible.com/pd/Code-Name-Verity-Audiobook/B0088PHSTA,"6075,2886,1098,345,207","6779,2061,533,141,105","5520,2526,1029,325,190"
"A sad, yet beautiful treatise on the Black experience in America Every American should read this and then hopefully understand in greater depth why these issues matter so much even if they dont directly impact ones life, especially if they dont directly impact ones life",07-22-15,5,4.8,31128,1,RT,Everyone needs this book,https://www.audible.com/pd/Between-the-World-and-Me-Audiobook/B010N1IC5A,"26434,3372,820,249,253","23558,2865,750,168,143","23229,2831,793,233,212"
Great table of how courtship was in the modern day when women were objects Ive always wanted to read it but never found the time Glad I took the time to listen,08-27-21,5,4.8,41510,0,Amazon Customer,An old favorite,https://www.audible.com/pd/Pride-and-Prejudice-Audiobook/B016LN23CC,"36386,3643,946,279,256","32778,3374,791,206,181","32743,3059,898,260,201"
very interesting with many details although it seems to absolve all drug users of any personal responsibility,07-25-23,5,4.9,8940,0,Michael Olsen,A bit One sided,https://www.audible.com/pd/Empire-of-Pain-Audiobook/0593162390,"7897,854,146,27,16","7043,599,110,19,17","6949,658,97,22,18"
This is a great volume for any of you out there who love myth but struggle with thr scholarly approach Fry really gives new life into some of the most influential stories of all time,10-31-20,5,4.8,15816,0,Michael D. Kilman,A wonderful and fresh approach,https://www.audible.com/pd/Mythos-Audiobook/1452184712,"13221,2023,412,103,57","12845,591,94,22,24","11280,1776,342,62,45"
"Will mess with you in all the right ways Its beautifully written, beautifully narrated Should be assigned reading for anyone interested in becoming a well rounded, wiser human",06-07-16,5,4.7,29279,0,Amazon Customer,"Will mess with  you, in the best of ways",https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
"Very enjoyable , reader was fine not overly charismaticAs a fan of Jobs, I feel it gave us a good feel into the genius and at times madness he was",12-01-11,5,4.7,34516,0,Lori,Very Compelling,https://www.audible.com/pd/Steve-Jobs-Audiobook/B005V0QI82,"26723,6006,1256,315,216","22504,5706,1449,316,185","23876,4765,1057,241,158"
i really liked the book and i noticed i fell asleep faster and slept through the while night ,01-06-20,5,4.9,196712,0,Natilie lers,the person reading it to me was great,https://www.audible.com/pd/Harry-Potter-and-the-Sorcerers-Stone-Book-1-Audiobook/B017V4IM1G,"183575,10378,1660,441,658","154488,13240,3443,769,731","162212,8144,1206,241,355"
"This is a new reading of this classic, at only around 4 hours, it was SO worth my time Excellent narration, and totally prepped for the movie I say this all the time, but AUDIO is a great way to encounter classics For some reason, the way we talk hasnt changed as much as the way we write  Jake Gyllenhaal nails this essential American novel",06-30-13,5,4.5,23265,0,Syd Young,A Little Fitz never hurt nobody,https://www.audible.com/pd/The-Great-Gatsby-Audiobook/B00BWYDMK8,"15034,5224,2102,560,345","14670,3947,1297,348,217","13136,4314,2045,576,372"
Totally surprised ending I enjoyed listening to this book Will recommend to my friends 45 stars,03-07-23,4,4.6,22819,0,Pamala,Good book,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"This is partially a biography of Henrietta Lacks who died in 1951 of cancer  It is also a story of medical ethics and science Reading the story through contemporary eyes I can easily see the injustice of the situation  However, tissue has been taken from me following surgery and other proceedures and used in someways  forever unknown This was not the Tuskegee syphillis sort of misrepresentation, but the deception real or imagined by design or default had dramatic effects on the family and heirsThe most moving passages for me involved the adjustments that various family members were forced to make as a result of learning of Ms Lacks circumstances  The narrative enabled me to understand the ingredulity and misperceptions linked one to the otherOther sections relating the ethical issues raised by this situation and the subsequent institutional responses are very timely, contemporary , and importantWell read, clearly written, and informative This is a very good book deserving of every listeners attention",03-22-10,5,4.6,16707,6,Roy,Very Informatively,https://www.audible.com/pd/The-Immortal-Life-of-Henrietta-Lacks-Audiobook/B0035FVJQQ,"11855,3490,1003,227,132","10134,2688,679,117,81","10338,2418,723,157,104"
Just too funny I was literally laughing out loud riding on the bus reading this book and almost missed my stop because I wanted to keep reading so badWill definitely get more of his works to readlisten,10-29-21,5,4.6,22164,0,Cat,My first Sedaris and sure will not be last,https://www.audible.com/pd/Calypso-Audiobook/B07BGGTGBQ,"16484,3753,1212,381,334","16685,1875,600,217,192","13990,3545,1195,375,336"
"Malala is the role model that every parent wants for their children She is brave, strong and its no surprise that she is a recipient of The Nobel Peace Prize She is advocating for education which is something we take for granted Her courage is amazing and her parents should be bursting with pride She is special and she is going to change the world",08-21-19,5,4.6,11947,0,Mark D.,Simply Malala,https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K,"8701,2350,663,123,110","8120,1874,444,90,65","8014,1813,540,115,76"
I loved this book for its simplicity and truth  This confirms she wasis the most remarkable First Lady of my time,08-27-20,5,4.9,181868,0,Patricia M. Mason-Williams,Simple Wonderful,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
the story is good but the performance is spectacular you will sincerely enjoy this read,05-17-19,5,4.7,62022,0,S. A. Johnson,great read,https://www.audible.com/pd/It-Audiobook/B019WPM4ZM,"49505,9168,2208,618,523","49372,5100,1166,306,317","43523,8780,2552,668,556"
I listen in my car like a lot of people This is the first book that I never had to finish a chapter before getting out of the car Was dull most the time and left me uninterested Read well though on a good note,11-19-17,3,4.5,36116,0,Paul S.,Boring,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
I loved and not sure why people find the ending to be lack luster I feel that it is rather appropriate for a horror story The inability to remember is daunting and it is very bittersweet It had me feeling so many things by the end,05-22-20,5,4.7,62022,0,CesarSavan,great book,https://www.audible.com/pd/It-Audiobook/B019WPM4ZM,"49505,9168,2208,618,523","49372,5100,1166,306,317","43523,8780,2552,668,556"
"I love this book  I almost stopped listening but, decided to keep listening and so glad I finished it  So good, it has everything in itYou will not regret this book    The story will stay with me for a long time",05-11-18,5,4.7,54757,0,lemon_drop,To think I almost got my credit back,https://www.audible.com/pd/Circe-Audiobook/B0794BXZBF,"42989,8803,2159,494,312","43762,4431,816,203,134","37805,8286,2189,532,302"
Loved it the way his comedian side tells the story that not all can tell,09-10-20,5,4.9,215239,0,Amazon Customer,Great book,https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK,"195059,17004,2395,407,374","185807,7574,951,178,210","174092,16520,2484,374,281"
"This book breaks all the rules Yet it is the wisest, most moving, and most wonderful book Issued since audiobooks were invented   The characters are so real, the theme is so universal and the performance is so moving, Im going to go right back and listen to it all over again",01-10-22,5,4.6,22819,0,Critic Barb,"Amazing, Wise and Wonderful",https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"The words pull you into a world that millions lived through, and that we to may be in if we do not protect our republic Freedom is such a precious gift that is being carelessly treated by a large population of young people in the United States I think this book is a well crafted recounting of a drastic time in history As a former English teacher, I would make this required reading A stellar example of historical fiction",12-12-16,5,4.8,101379,0,Placeholder,Read this if you want a reality check of what history has to teach us for todays world,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
"Id never read Dracula, and when I saw it for free, I thought absolutely Im glad I got this version, as the dramatized narration is amazingDefinitely worth it if youre on the fence",12-24-19,5,4.6,35784,0,Luke T.,Excellent and Engrossing,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
"I enjoyed the analysis and comparisons of emotions I got a little lost in the final chapter, which may hit differently for people more familiar with the authors other work, but the concepts were intriguing nonetheless",11-20-24,4,4.8,17153,0,Sarah N,Thought Provoking,https://www.audible.com/pd/Atlas-of-the-Heart-Audiobook/1984844261,"15153,1343,398,144,115","13659,739,209,74,91","12722,1236,350,152,119"
"This reading was absolutely outstanding, Andy S is a master narrator was as thrilling as the movies",02-20-22,5,4.9,24676,0,JK,One of the best narrated audiobooks Ive heard,https://www.audible.com/pd/The-Hobbit-Audiobook/1705009050,"23260,1140,193,49,34","21343,559,77,31,28","20575,1103,208,45,25"
"Some of the theater sequels felt like phonedin money grabs  Happy for this addition to franchise which adds to its reputation  Tje story fits within the Alien universe, pacing is good, the dialogue us descriptive and engaging without overexplaining  Audio performances are good  If you missed the credits youd be forgiven for mistaking Laurel Keflow for Sigourney Weaver as Ripley",07-15-23,5,4.8,1266,1,Chubby J,Welcome reprise from lackluster movie installments,https://www.audible.com/pd/Alien-Out-of-the-Shadows-Podcast/B08GC2361R,"1072,152,35,4,3","1091,102,10,4,1","949,185,54,7,7"
"Read the book for book club walked away with a new perspective and an unbelievable amount of respect for this man and his family Its always hard to see terminal illness, yet he was graceful I walked this journey as a close friend and family walked a similar journey and 6 years of the picking up the pieces and a new journey begin",08-10-17,5,4.7,29279,0,Kswear79,Mind boggling,https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
"This story was ruined by all the music,  it made it hard to hear the story at times",10-13-22,3,4.6,8066,0,Amazon Customer,Ruined,https://www.audible.com/pd/Mrs-Wickham-Audiobook/B0BCX16G9N,"5753,1525,537,162,89","6154,846,254,65,52","5111,1411,516,171,111"
