Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
4,"Comfortable clean room  Restaurants close by Paddington underground and buses within walking distance, taxis easily hailed outside In general was perfect for our needs1030 check out",4.578,5,-0.5780000000000003,0.5780000000000003
5,"Lovely room, we liked that we could check in early and check out late The hotel was happy to store luggage save you walking around with bags all day We liked that the room was 3 full size beds in a room, in most hotels you have to get 2 rooms for 3 adults We stayed in the split level room that suited us perfectly The hotel was in a great area, everything on the doorstep in the way of shopsrestaurantsbars Tube stations were nearby and Kensington Gardens at the top of the road It was a warm night but there were fans in the cupboard The staff were lovely, especially in the breakfast room Plenty of options for the continental breakfast, we didnt have the cooked breakfastIt was a bit noisy with a door banging early morning There was nothing else to dislike",4.425,4,0.5750000000000002,0.5750000000000002
2,"location was good staff were friendlyOur room was in the basement,  the small window looked out to bins piled high with rubbish
Every  9 minutes, the tube went by, and you heard and felt the vibration unfortunately, our stay was for 3 nights we asked to be moved after the first night, but nothing was available until the following  night",2.575,3,-0.5750000000000002,0.5750000000000002
4,"close to all attractions, subway and waterloo train station perfect accomodation if visiting for shows cafes and supermarkets nearby 10 Uber to regentOxford shopping areas during quiet times laundry was handy for a travelling familya little hot and stuffy in the room during evenings but this summer has been hot",4.575,5,-0.5750000000000002,0.5750000000000002
4,"Such a cute quirky hotel Bit more compact than I expected but was comfortable and I loved the controls for lighting, blind and smart TV",4.569,5,-0.569,0.569
5,"room  spacious, very clean and comfortable for 4 people
breakfast  full english breakfast, tasty omelettes, variety of fresh juices and good coffe The staff is super nice
location  perfect location, next to metro station warren st and 15 min walk to oxford stThe family room for 4 adults should offer an extra king bed
The sofa is not comfortable enough for 2 adults",4.433,4,0.5670000000000002,0.5670000000000002
4,Great value for money with comfortable rooms and friendly   accommodating staff The continental breakfast on offer was also good value at 10 The location is also very convenient being close to Victoria StationNo lift but I wouldnt expect one in a building of this age  location The staff did offer to assist with luggage,4.563,5,-0.5629999999999997,0.5629999999999997
4,"Very clean, very helpful and nice staff, good location  The gentleman at the front desk was extremely kind and proactive in helping me figure out a transportation issue we experiencedThe room was tiny tiny like you couldnt open the door all the way without hitting the bed  but based on London prices it was still a pretty good value",4.562,5,-0.5620000000000003,0.5620000000000003
5,"Superb location  very friendly staff
Nice  adequate breakfast
Comfy beds and quietSmall bathrooms but adequate for our needs",4.438,4,0.5620000000000003,0.5620000000000003
5,Excellent location  expensive but standard for LondonPrice of breakfast as compared with Premier Inn when travelling with children,4.438,4,0.5620000000000003,0.5620000000000003
5,"The ambience
The location 
The helpfulness of the staff 
The comfort and design of the roomMultiple elevators needed to get to our room",4.44,4,0.5599999999999996,0.5599999999999996
5,Amazing locationNot much AC it was cooler outside Altman in the hotel,4.441,4,0.5590000000000002,0.5590000000000002
5,"clean, modern, pretty quietThat breakfast wasnt an option but there was tea and biscuits in the room which was nice",4.442,4,0.5579999999999998,0.5579999999999998
4,"The location is fantastic, it is so central to navigate all areas of London The staff are exceptional, so friendly, polite  professional Our meal in Hudson bar was deliciousThe sills of the windows are rotten  desperate for painting  a slight musty smell in the shower but nothing that couldnt be resolved quickly  having to eat bacon at breakfast with a spoon as not enough cutlery",4.558,5,-0.5579999999999998,0.5579999999999998
4,"amazing locationrather tired decor, shower switched between cold and hot  we used the stairs as my friend does not like lifts, the back stairs were grubby and not very welcoming",3.442,4,0.5579999999999998,0.5579999999999998
4,"Nice comfortable bed Shower facility was very good
Very clean overall
Nice breakfast with very efficient cheerful staff
Good position for Underground transport  connectionsLack of towel rail in Shower room",4.557,5,-0.5570000000000004,0.5570000000000004
5,"Family friendly right from checkin, clean modern feeling hotel, good location, staff were greatThe gym wasnt spectacular but it did the job Good excuse to get outside for a run ",4.446,4,0.5540000000000003,0.5540000000000003
3,"its location 
rooms seemed clean 
staff niceit was very dated,, shower stopped working,, 
breakfast, boiled eggs, cold toast hard croissants 
we didnt eat breakfast the second morning
smelt like fags",2.447,3,0.5529999999999999,0.5529999999999999
4,locationNo TV in rooms the price should reflect how basic the amenities are but they dont No TV and no window doesnt justify paying 240 for 2 nights,3.448,4,0.552,0.552
3,The double bed was extremely small and there was electrical radiator if we needed warmth,3.552,4,-0.552,0.552
4,Huge room especially for London We were in a suite The kitchen was excellent as we were there a week so we were able to self cater breakfasts ectthe bathroom was an accessible one and the water pooled on the floor outside of the shower area and had to be mopped up with a towel each time Not a biggy but inconvenient,4.552,5,-0.5519999999999996,0.5519999999999996
3,"Great location, room was a good size too with great facilities smart tv, spacious kitchenette, sofa bed ectEvening of 14052022 I arrived with my friend  and we both had multiple bags and luggage After checking in , the male receptionist refused to help us with our bags When we asked about a Porter he LAUGHED and said the Porter trolley was broken The two male receptionists on duty then watched us, two young women , struggle with our bags we had to make a few journeys  I have never had to do this in a hotel or been laughed at by reception  In the morning we saw guests checking in and a Porter helping them When we asked the staff why we had been told there was no Porter service they confirmed they do offer this service and we had been lied to for the entertainment of the boys on the front desk Not a good experience or feeling, especially with the price considered I would hope it was just those particular staff members who thought this was acceptable When we arrived to our room , the sofa bed was open for use , we folded it away so we could have more space only to see thick dust underneath it  Overall we didnt have  a bad time at Marlin Waterloo, but we were left with a bad taste towards the hotel and wont be visiting again For the price I wouldnt expect these things to happen",3.551,4,-0.5510000000000002,0.5510000000000002
